id,date,category,region,status,value,amount,quantity,cost,profit
970,2023-06-08,B,Oeste,Activo,77.55,202.78,6,18.36,34.58
971,2023-11-23,B,Sur,Activo,75.63,428.44,16,25.28,67.26
972,2023-01-17,A,Este,Activo,59.52,2916.74,50,57.51,438.18
973,2023-01-07,B,Norte,Activo,93.04,1534.14,39,36.24,231.03
974,2023-02-20,B,Este,Activo,83.25,2967.63,54,54.13,444.41
975,2023-06-29,A,Norte,Activo,92.01,12684.19,146,86.87,1891.9
977,2023-01-01,A,Norte,Inactivo,65.03,450.11,17,26.52,77.39
978,2023-03-10,A,Centro,Activo,93.31,50,9,5,12.27
979,2023-07-11,C,Sur,Inactivo,59.36,1350.44,35,36.12,202.48
980,2023-02-17,C,Este,Activo,76.69,594.43,21,25.31,87.03
981,2023-10-24,B,Norte,Inactivo,63.14,911.48,21,42.46383387320685,131.91
982,2023-03-13,D,Norte,Activo,91.08,13550.65,142,95.38,2020.76
983,2023-01-08,C,Norte,Activo,85.11,1497.35,36,40.33,224.49
984,2023-03-27,C,Sur,Pendiente,82.06,350.51,18,18.23,53.8
985,2023-11-21,A,Este,Activo,71.6,1591.53,33,45.12,237.31
986,2023-07-28,C,Centro,Activo,104.25,345.52,19,20.24,55.03
987,2023-08-05,C,Sur,Activo,80.06,842.26,23,34.36,126.74
988,2023-03-24,C,Oeste,Pendiente,72.04,2892.68,48,59.26,431.12
989,2023-05-28,B,Oeste,Activo,96.65,1046.79,34,30.17,160.46
990,2023-02-14,D,Norte,Activo,91.77,8147.01,100,81.48,1211.9
991,2023-10-06,B,Centro,Inactivo,96.63,1052.77,29,36.8,156.83
993,2023-08-12,D,Norte,Inactivo,66.62,315.97,20,18.33,53.03
994,2023-07-12,A,Centro,Activo,101.01,1215.57,24,47.23,177.94
996,2023-07-30,B,Este,Activo,64.76,5428.75,79,67.89,808.12
997,2023-07-14,B,Norte,Activo,89.6,175.29,5,21.61,24.81
998,2023-09-30,C,Centro,Inactivo,82.49,338.59,30,12.3,49.13
999,2023-02-23,C,Centro,Pendiente,78.63,3443.02,57,59.67,517.23
1000,2023-05-12,A,Este,Activo,79,606.21,23,25.05,95.81
1001,2023-02-28,A,Este,Activo,76.07,3999.2,87,45.03,594.4
1002,2023-04-03,A,Norte,Activo,96.49,1765.27,38,48.47,264.14
1003,2023-07-27,B,Sur,Activo,70.95,10284.06,110,92.76,1534.08
1004,2023-03-18,A,Norte,Activo,93.62,941.5,28,33.85,145.07
1005,2023-07-18,C,Oeste,Pendiente,53.23,315.82,12,22.38,50.36
1006,2023-07-06,A,Sur,Activo,66.91,80.75,7,22.9,12.96
1007,2023-03-13,C,Centro,Activo,87.09,674.88,23,29.15,101.28
1008,2023-05-01,C,Oeste,Activo,70.29,3813.39,81,46.19,568.35
1009,2023-07-24,A,Centro,Inactivo,94.34,2309.2,43,52.96,341.83
1010,2023-12-26,A,Oeste,Pendiente,71.3,4560.43,88,52.1,680.67
1012,2023-04-05,C,Centro,Pendiente,84.49,213.45,6,25.56,31.2
1013,2023-06-28,B,Centro,Activo,101.27,1323.4,35,37.31,199.99
1014,2023-06-12,B,Este,Activo,67.89,15977.57,172,92.67,2383.49
1015,2023-01-08,A,Norte,Activo,85.93,2891.34,48,60.05,430.2
1016,2023-08-31,C,Oeste,Activo,64.73,339.01,12,26.55,52.91
1017,2023-06-12,A,Centro,Pendiente,92.87,651.43,21,27.24,101.93
1018,2023-10-08,A,Norte,Inactivo,71.6,126.71,4,21.54,20.82
1019,2023-10-08,A,Sur,Activo,62.31,495.26,18,27.39,72.63
1020,2023-02-28,C,Norte,Activo,82.7,3802.58,51,74.43,428.9795395650162
1021,2023-12-31,A,Norte,Activo,82.44,293.07,10,29.61,44.07
1022,2023-11-29,B,Este,Activo,59.38,15764.78,145,108.4,2352.65
1023,2023-12-24,A,Oeste,Inactivo,79.33689264229524,3810.31,77,49.64,570.45
1024,2023-05-14,A,Norte,Inactivo,70.82,2190.98,51,45.59,327.27
1025,2023-12-29,B,Oeste,Activo,63.58,3401.98,60,56.94,505.66
1026,2023-01-20,C,Centro,Inactivo,68.96,6096.92,107,56.79,913.37
1028,2023-05-29,B,Norte,Activo,84.11,1180.73,35,35.23,196.08
1029,2023-05-27,A,Sur,Pendiente,67.33,2543.96,55,45.49,386.8
1030,2023-12-28,C,Este,Activo,77.91,96668.12,411,235.21,14466.73
1031,2023-06-06,C,Centro,Activo,99.96,1760.86,37,47.7,263.46
1032,2023-04-24,A,Centro,Activo,97.37,2534.94,49,52.78,374.35
1033,2023-04-01,A,Norte,Inactivo,69.94,2130.94,41,54.26,320.28
1034,2023-06-17,B,Norte,Inactivo,72.08,4876.37,60,81.53,722.61
1035,2023-03-11,B,Norte,Activo,79.33689264229524,2099.59,52,41.4,312.81
1036,2023-06-15,A,Norte,Pendiente,81.31,1156.59,27,43.01,175.12
1037,2023-11-07,B,Oeste,Activo,79.33689264229524,383.11,24,19.16,52.34
1038,2023-03-06,C,Sur,Activo,77.96,921.7,28,35.31,137.49
1039,2023-08-01,C,Centro,Activo,104.22,136.18,7,20.14,19.88
1040,2023-08-19,B,Centro,Inactivo,85.89,1516.27,46,31.09,227.57
1041,2023-01-20,B,Este,Activo,76.8,685.58,23,31.31,109.24
1042,2023-06-08,D,Sur,Pendiente,68.53,2187.98,52,42.25,327.01
1043,2023-01-11,B,Centro,Activo,99.36,3704.71,74,51.18,551.29
1044,2023-01-21,A,Este,Inactivo,54.31,6264.17,89,69.95,935.53
1045,2023-08-26,C,Sur,Inactivo,61.05,3230.69,58,56.07,483.43
1046,2023-04-29,A,Centro,Pendiente,96.17,597.16,18,32.72,89.48
1047,2023-12-10,B,Norte,Pendiente,82.59,8153.83,105,77.21,1217.7
1048,2023-10-13,C,Centro,Activo,104.85,669.44,18,40.21,97.68
1049,2023-06-19,B,Este,Activo,84.79,2596.05,68,38.32,389.35
1050,2023-03-25,C,Norte,Inactivo,79.1,1329.66,44,30.18,199.73
1051,2023-02-04,A,Centro,Inactivo,77.11,4858.72,92,52.25,723.77
1052,2023-08-23,A,Sur,Activo,65.81,14499.28,161,90.08,2165.55
1053,2023-04-17,A,Norte,Inactivo,70.23,3425.07,60,58.33,508.78
1054,2023-12-18,C,Centro,Activo,94.72,1665.89,45,35.94,248.25
1055,2023-07-05,D,Norte,Activo,93.34,575.15,26,23.52,87.21
1056,2023-04-26,B,Norte,Inactivo,74.07,466.11,15,34.95,68.31
1057,2023-03-14,A,Norte,Activo,87.01,561.13,19,28.45,82.62
1058,2023-05-27,B,Norte,Pendiente,68.67,1082.77,30,36.08,159.59
1059,2023-06-19,A,Norte,Inactivo,72.38,12264.56,134,91.82,1837.8
1060,2023-04-26,B,Centro,Activo,103.35,4795.59,69,68.77,717.06
1061,2023-08-12,D,Centro,Activo,86.75,709.69,37,19.39,110.3
1062,2023-07-13,C,Norte,Inactivo,85.87,167.41,6,21.19,29.13
1063,2023-01-05,B,Norte,Inactivo,64.8,285.42,11,23.69,45.29
1064,2023-09-15,A,Norte,Activo,95.29,4678.97,77,61.28,696.79
1065,2023-06-02,B,Centro,Activo,99.21,1889.98,48,41.3,279.76
1067,2023-07-20,A,Oeste,Inactivo,55.19,510.16,18,25.38,73.14
1068,2023-08-22,B,Este,Activo,79.16,3137.82,57,54.99,467.74
1069,2023-10-23,D,Oeste,Pendiente,59.98,341.94,18,21.01,54.88
1070,2023-04-04,B,Este,Activo,80.57,685.7,33,18.92,99.49
1071,2023-06-04,B,Sur,Inactivo,58.38,885.89,22,35.87,130.15
1072,2023-03-27,B,Oeste,Activo,51.65,402.92,12,30.73,64.31
1073,2023-06-04,C,Norte,Activo,91.05,1193.42,37,30.22,177.29
1076,2023-01-06,A,Sur,Activo,76.3,1217.54,28,44.02,181.28
1077,2023-10-07,C,Norte,Activo,91.5,352.15,12,34.06,58.24
1078,2023-02-04,A,Sur,Inactivo,63.08,1282.72,40,31.38,193.56
1079,2023-11-10,B,Sur,Activo,84.31,3952.37,61,64.37,587.59
1080,2023-03-31,A,Oeste,Activo,65.22,141.44,11,27.69,17.02
1081,2023-09-29,D,Centro,Activo,80.12,268.28,10,26.82,43.95
1082,2023-06-03,C,Este,Pendiente,57.62,60.42,8,16.19,12.08
1083,2023-07-02,C,Oeste,Activo,75.69,1168.24,34,34.63,177.51
1084,2023-07-27,B,Centro,Activo,98.15,426.2,17,26.31,64.22
1085,2023-05-07,D,Centro,Activo,104.16,6379.13,88,72.81,2850.27
1086,2023-12-06,C,Oeste,Activo,70.5,2004.29,60,32.14,304.7
1088,2023-11-24,A,Este,Pendiente,52.82,501.71,16,30.91,74.5
1089,2023-11-20,A,Centro,Activo,85.16,3439.72,68,50.48,513.2
1090,2023-10-16,A,Este,Activo,72.83,1698.92,39,43.44,249.07
1091,2023-11-05,A,Centro,Inactivo,79.65,798.73,19,43.66,117.6
1092,2023-08-27,A,Sur,Activo,66.04,1527.4,40,39.54,224.98
1093,2023-05-21,C,Norte,Activo,90.59,511.45,28,16.95,80.78
1094,2023-09-10,D,Norte,Activo,95.56,2246.38,56,40.74,333.5
1095,2023-08-12,C,Sur,Activo,92.11,584.36,20,30.03,89.74
1096,2023-07-13,B,Sur,Inactivo,53.63,847.99,28,29.64,130.74
1098,2023-07-13,B,Sur,Inactivo,57.69,236.35,10,23.4,37.7
1099,2023-10-20,A,Centro,Inactivo,80.79,491.2,15,26.83,79.07
1100,2023-11-05,B,Centro,Inactivo,80.82,315.57,15,16.39,44.95
1101,2023-11-25,A,Centro,Pendiente,90.21,944.15,17,51.9,142.75
1102,2023-03-10,C,Centro,Activo,99.3,3272.23,58,56.06,484.57
1103,2023-02-27,B,Este,Activo,77.51,416.01,17,23.46,65.72
1105,2023-03-06,C,Centro,Pendiente,80.78,9714.1,106,92.47,1445.16
1107,2023-05-14,B,Norte,Inactivo,68.35,117.04,3,19.98,20.66
1108,2023-07-19,C,Norte,Activo,85.78,50,9,5,13.2
1109,2023-08-01,B,Este,Activo,82.37,4066.22,56,71.68,602.23
1110,2023-08-21,D,Sur,Inactivo,63.72,454.51,15,25.48,72.52
1111,2023-05-13,A,Norte,Inactivo,56.27,621.26,16,40.52,90.08
1113,2023-10-15,A,Sur,Activo,71.4,249.05,9,29.55,45.64
1114,2023-06-14,D,Centro,Activo,96.58,832.95,23,35.63,121.18
1115,2023-01-14,A,Centro,Pendiente,89.86,1230.11,54,22.91,190.89
1116,2023-06-13,B,Oeste,Activo,68.8,41246.67,261,158.33,6171.17
1118,2023-02-02,C,Norte,Pendiente,65.71,1192.58,29,41.6,179.35
1119,2023-09-26,A,Oeste,Activo,72.19,513.03,11,45.83,77.3
1120,2023-12-09,A,Sur,Pendiente,70.2,604.23,20,27.98,84.01
1121,2023-11-10,A,Sur,Activo,87.94,2453.54,72,34.49,370.85
1122,2023-07-13,B,Oeste,Activo,67.05,1180.73,110,81.52,1329.17
1123,2023-08-17,D,Norte,Activo,92.68,2091.71,62,33.88,316.78
1124,2023-12-26,C,Centro,Activo,102.33,2412.65,53,46.15,357.35
1125,2023-09-20,A,Oeste,Pendiente,67.59,1022.78,32,42.46383387320685,154.93
1126,2023-04-07,A,Centro,Activo,99.2,681.92,25,27.33,100.53
1127,2023-05-30,B,Norte,Pendiente,71.77,3337.68,58,57.6,495.21
1128,2023-07-24,A,Norte,Inactivo,69.23,844.15,29,25.22,121.4
1129,2023-08-03,B,Este,Activo,74.64,4099.2,67,61.47,613.14
1130,2023-09-16,A,Norte,Pendiente,71.42,5232.87,83,63.14,777.51
1131,2023-04-15,C,Norte,Inactivo,65.78,467.32,20,19.87,73
1132,2023-10-01,C,Centro,Activo,94.39,937.25,39,25.16,143.22
1133,2023-05-14,C,Este,Pendiente,65.46,517.79,24,22.74,79.94
1134,2023-11-17,B,Sur,Inactivo,66.52,580.6,17,37.85,89.83
1135,2023-10-09,A,Centro,Inactivo,97.04,2621.32,52,51.46,390
1136,2023-01-18,A,Sur,Activo,72.88,1057.96,28,39.35,160.23
1138,2023-09-03,B,Centro,Inactivo,75.18,1317.23,30,43.63,194.96
1139,2023-10-07,D,Oeste,Activo,81.71,2634.01,73,36.64,394.07
1140,2023-01-27,B,Centro,Activo,97.28,454.2,22,23.9,68.74
1141,2023-08-18,A,Norte,Activo,89.51,3285.09,67,42.46383387320685,428.9795395650162
1142,2023-02-13,B,Norte,Inactivo,65.95,344.79,17,22.02,55.15
1143,2023-10-04,C,Sur,Inactivo,60.06,3823.21,66,58.69,567.02
1144,2023-12-03,A,Norte,Inactivo,65.48,231.68,19,13.12,39.48
1145,2023-11-26,A,Centro,Inactivo,83.56,1180.73,10,33.66,50.01
1146,2023-09-18,A,Centro,Pendiente,87.7,1148.64,31,35.04,172.21
1147,2023-10-10,A,Centro,Inactivo,85.77,330.72,14,24.1,42.9
1149,2023-03-25,C,Centro,Inactivo,76.33,50,7,42.46383387320685,9.06
1150,2023-05-22,D,Sur,Activo,73.09,302.05,8,37.23,47.74
1151,2023-04-28,B,Centro,Inactivo,78.96,191.75,9,11.3,32.27
1152,2023-03-11,B,Este,Activo,71.92,450.45,27,15.3,212.55
1153,2023-04-19,C,Sur,Inactivo,53.87,2380.76,36,68.45,350.21
1154,2023-11-08,A,Centro,Pendiente,77.15,823.86,30,26.88,122.78
1155,2023-08-29,A,Centro,Activo,102.82,1405.38,25,59.91,206.11
1156,2023-08-02,D,Este,Activo,88.25,836.82,32,25.36,128.51
1157,2023-04-07,C,Este,Activo,67.41,1728.67,53,31.58,255.87
1158,2023-08-27,B,Centro,Activo,102.4,2154.87,39,54.22,310.7
1159,2023-06-07,A,Centro,Activo,103.35,28033,218,128.57,4193.48
1162,2023-06-30,A,Norte,Activo,85.61,1221.2,36,35.04,180.83
1165,2023-03-02,A,Norte,Activo,84.06,1704.93,42,40.86,255.37
1166,2023-03-20,B,Sur,Pendiente,60.48,182.83,9,29.07,24.56
1167,2023-01-10,A,Norte,Activo,86.8,2078.91,43,50.01,305.63
1168,2023-11-12,A,Norte,Pendiente,77.1,1755.68,42,41.97,256.73
1169,2023-09-06,B,Norte,Inactivo,74.9,722.87,19,40.94,100.2
1171,2023-10-08,A,Este,Activo,73.52,3063.95,53,56.72,454.29
1172,2023-08-10,B,Este,Inactivo,54,880.54,26,29.82,133.09
1174,2023-04-17,A,Sur,Activo,79.33689264229524,465.74,24,20.02,71.7
1175,2023-08-14,C,Este,Activo,65.85,2174.44,51,42.61,322.76
1176,2023-07-03,B,Este,Inactivo,53.38,2197.74,54,41.5,332.8
1177,2023-03-26,D,Norte,Pendiente,77.71,969.45,28,34.7,143.49
1178,2023-12-15,B,Este,Activo,61.29,12873.62,135,95.46,1921.56
1179,2023-08-12,A,Centro,Activo,99.63,1827.05,51,34.81,274.28
1181,2023-10-08,A,Este,Activo,67.37,1880.63,44,41.53,279.17
1182,2023-12-01,A,Sur,Activo,70.07,12777.88,154,82.96,1912.23
1183,2023-10-16,B,Norte,Inactivo,77.13,997.7,28,37.46,150.89
1184,2023-02-01,A,Norte,Inactivo,76.13,402.34,15,28.86,57.41
1185,2023-10-22,A,Centro,Inactivo,98.87,599.75,21,31.25,96.57
1186,2023-12-21,B,Sur,Inactivo,60.82,3397.85,66,52.26,506.01
1187,2023-03-31,C,Norte,Inactivo,77.41,5263.14,75,69.08,781.61
1189,2023-04-22,A,Norte,Inactivo,82.7,2671.6,45,59.92,388.56
1190,2023-09-28,A,Centro,Activo,102.26,9024.43,123,73.18,1351.21
1191,2023-07-26,B,Oeste,Activo,72,324.98,21,15.21,57.65
1192,2023-03-30,B,Centro,Inactivo,98.32,12647.67,156,80.8,1888.69
1194,2023-06-15,C,Sur,Activo,81.39,10526.39,123,85.32,1567.88
1195,2023-04-16,A,Sur,Inactivo,62.15,273.7,9,21.54,428.9795395650162
1196,2023-12-08,B,Norte,Activo,88.02,1180.73,53,44.16,347.27
1197,2023-06-14,B,Sur,Activo,91.62,2115.67,42,50.49,314.89
1198,2023-02-28,C,Oeste,Inactivo,52.46,2609.62,45,60.71,385.88
1199,2023-11-11,B,Centro,Activo,86.56,2901.12,72,40.69,434.55
1200,2023-10-15,A,Centro,Activo,99.59,476.01,22,20.66,73.39
1201,2023-11-03,A,Este,Activo,74.72,679.32,15,43.4,100.52
1202,2023-04-15,A,Sur,Activo,82.96,291.9,10,31.31,47.79
1203,2023-05-10,C,Oeste,Activo,78.91,6306.98,104,60.67,942.25
1204,2023-01-16,B,Centro,Inactivo,89.4,205.17,8,29.29,23.83
1207,2023-08-23,D,Este,Pendiente,53.31,1442.86,37,39.76,211.69
1208,2023-11-08,B,Norte,Activo,96.37,2231.59,62,35.53,335.4
1209,2023-02-27,C,Centro,Activo,103.48,1969.69,34,58.06,291.32
1210,2023-11-19,B,Centro,Activo,97.26,286.61,11,20.85,45.94
1211,2023-10-31,C,Norte,Activo,88.71,1079.18,25,39.63,159.72
1212,2023-02-16,B,Norte,Activo,98.84,339.98,22,17.29,51.13
1214,2023-06-15,B,Este,Activo,63.67,3849.05,74,52.46,572.78
1215,2023-08-09,A,Oeste,Inactivo,62.35,39202.3,272,42.46383387320685,5863.4
1216,2023-10-29,A,Oeste,Activo,59.26,1593.54,37,45.06,239.28
1217,2023-03-13,A,Norte,Activo,81.9,331.74,18,42.46383387320685,57.97
1218,2023-07-08,C,Sur,Pendiente,71.11,329.15,18,15.17,55.91
1219,2023-11-20,A,Norte,Inactivo,58.98,1180.73,45,34.74,231.29
1220,2023-01-08,B,Centro,Inactivo,76.85,348.63,9,31.1,49.53
1221,2023-04-30,A,Norte,Activo,82.98,1543.83,41,37.55,233.06
1222,2023-09-03,C,Centro,Inactivo,81.18,641.9,23,28.01,97.91
1223,2023-04-21,D,Este,Activo,69.15,793.43,29,26.09,120.17
1224,2023-08-20,C,Oeste,Activo,68.77,266.43,10,33.92,36.56
1225,2023-11-29,A,Este,Inactivo,61.94,401.29,16,23.46,63.4
1226,2023-10-04,B,Norte,Activo,83.98,1954.29,50,39.08,293.45
1227,2023-10-28,C,Sur,Inactivo,72.88,623.63,16,35.29,87.49
1228,2023-05-25,A,Centro,Inactivo,72.18,463.72,9,44.12,428.9795395650162
1229,2023-11-07,A,Centro,Activo,98.94,1037.88,33,35.52,153.96
1230,2023-05-02,A,Norte,Inactivo,75.7,742.94,17,40.01,113.08
1231,2023-07-16,A,Norte,Activo,77.29,260.7,23,14.83,43.88
1232,2023-07-17,D,Centro,Activo,94.72,1826.82,42,43.74,272.39
1233,2023-04-14,C,Norte,Activo,97.21,372.03,24,16.34,53.58
1234,2023-11-14,B,Sur,Activo,89.69,58265.57,348,167.48,8717.47
1235,2023-08-12,A,Oeste,Activo,83.45,205.55,10,15.84,39.35
1236,2023-05-24,B,Centro,Inactivo,69.21,1894.52,37,49.49,281.41
1237,2023-07-23,A,Norte,Activo,89.13,93.02,6,15.9,15.76
1238,2023-06-14,A,Centro,Activo,79.33689264229524,109.33,8,12.82,23.7
1239,2023-09-19,A,Centro,Pendiente,97.18,759.11,27,29.5,112.71
1240,2023-08-08,A,Norte,Activo,84.84,1830.18,46,42.46383387320685,270.47
1241,2023-05-23,A,Norte,Activo,92.68,1617.05,35,46.07,240.08
1242,2023-02-15,A,Oeste,Activo,64.04,3367.61,55,60.84,505.31
1243,2023-11-07,B,Sur,Activo,74.4,2043.57,58,34.08,311.46
1244,2023-09-17,A,Sur,Activo,90.31,755.32,20,40.05,113.2
1245,2023-08-15,A,Centro,Activo,93.49,7444.62,93,79.79,1111.64
1246,2023-01-30,A,Sur,Pendiente,67.83,2863.49,66,42.16,434.46
1247,2023-10-25,B,Centro,Activo,92.4,6021.12,83,73.43,900.85
1248,2023-08-27,B,Norte,Activo,96.13,296.87,18,15.72,46.78
1249,2023-05-27,C,Sur,Pendiente,80.54,302.78,12,23.22,39.76
1250,2023-12-13,D,Centro,Activo,85.77,1533.17,38,40.73,229.84
1251,2023-01-08,B,Norte,Pendiente,69.8,498.43,18,23.27,80.49
1252,2023-03-02,B,Centro,Activo,94.22,383.05,10,24.82,59.92
1253,2023-01-12,B,Centro,Activo,95.21,3360.13,60,55.87,502.64
1254,2023-05-12,A,Norte,Pendiente,70.86,195.42,18,11,33.5
1256,2023-05-18,C,Este,Activo,60.46,9931.33,109,42.46383387320685,1475.81
1257,2023-02-10,C,Sur,Activo,72.22,14166.05,146,96.04,2111.37
1258,2023-03-27,B,Sur,Inactivo,63.93,1561.76,42,38.03,235.95
1259,2023-05-20,A,Norte,Activo,92.07,5902.69,98,59.83,878.97
1260,2023-01-08,A,Norte,Activo,100.63,729.15,22,34.05,106.44
1261,2023-07-29,A,Sur,Inactivo,58.02,287.03,15,16.03,42.35
1262,2023-12-26,A,Centro,Activo,79.82,415.44,17,26.4,65.32
1263,2023-04-13,B,Centro,Pendiente,79.5,1169.64,40,27.33,176.06
1264,2023-11-15,D,Centro,Activo,103.11,1555.56,46,33.48,233.7
1265,2023-03-15,C,Norte,Activo,90.51,133.79,10,42.46383387320685,24.27
1266,2023-06-29,B,Este,Activo,63.81,715.08,26,28.48,108.49
1267,2023-01-10,A,Norte,Activo,83.7,765.92,16,46.1,108.01
1268,2023-02-06,A,Este,Activo,70.77,486.53,15,30.34,70.03
1269,2023-09-02,B,Centro,Inactivo,79,2467.19,43,57.12,365.64
1270,2023-04-24,B,Sur,Activo,69.55,1942.3,46,39.89,289.2
1271,2023-02-23,A,Oeste,Activo,68.49,1675.6,39,42.59,257.83
1272,2023-03-24,B,Norte,Activo,88.07,6355.99,118,54.25,954.1
1274,2023-06-12,B,Sur,Activo,81.88,7930.44,98,80.25,1184.71
1275,2023-11-27,A,Centro,Inactivo,68.99,2898.48,61,46.57,435.52
1277,2023-08-04,A,Sur,Activo,86.28,656.07,20,33.32,97.48
1278,2023-09-13,C,Centro,Pendiente,101.61,477.19,14,36.11,210.99
1279,2023-02-14,D,Sur,Pendiente,60.71,643.92,21,29.03,98.04
1280,2023-04-13,A,Sur,Activo,91.14,1180.73,65,45.05,438.66
1281,2023-11-19,A,Norte,Inactivo,75.74,1305.09,24,52.59,195.91
1282,2023-05-04,C,Oeste,Pendiente,53.6,474.38,20,24.88,75.36
1283,2023-06-08,A,Este,Inactivo,57.1,827.96,19,45.2,124.44
1284,2023-11-29,C,Centro,Activo,103.56,1415.29,42,31.99,210.96
1285,2023-12-08,C,Sur,Activo,95.4,2842.26,55,51.93,425.32
1287,2023-08-14,C,Centro,Inactivo,71.21,6138.75,100,61.67,917.88
1288,2023-08-06,A,Sur,Activo,80.55,1049.68,40,25.14,157.77
1289,2023-05-18,D,Norte,Activo,80.73,5521.37,75,72.93,2454.36
1290,2023-04-26,B,Norte,Activo,83.76,1614.54,39,41.15,240.51
1291,2023-04-04,C,Centro,Inactivo,86.05,721.27,29,27.26,111.88
1292,2023-02-07,A,Sur,Activo,78.16,1703.15,55,30.62,771.78
1293,2023-06-24,B,Centro,Activo,90.51,400.08,15,24.41,59.86
1294,2023-03-19,B,Norte,Pendiente,87.25,4129.72,72,57.68,617.05
1295,2023-05-26,B,Este,Activo,73.97,3628.47,76,48.15,540.97
1296,2023-06-22,C,Centro,Activo,105.23,1264.51,38,33.17,189.06
1297,2023-05-20,C,Este,Activo,66.88,47422.05,298,159.23,7094.33
1298,2023-02-11,A,Norte,Inactivo,74.65,2730.33,59,45.98,428.9795395650162
1299,2023-12-31,C,Oeste,Activo,73.24,269.52,8,26.36,41.61
1300,2023-04-06,D,Norte,Pendiente,86.71,1357.28,38,33.71,206.28
1301,2023-03-11,A,Este,Activo,51,197.71,6,28.55,32.79
1302,2023-08-29,A,Este,Activo,75.9,2599.66,54,48.6,386.24
1304,2023-02-18,C,Centro,Inactivo,71.92,1899.22,40,49.11,281.54
1305,2023-03-27,C,Centro,Activo,91.89,3273.97,51,65.26,488.43
1306,2023-02-05,A,Centro,Pendiente,85.71,8177.77,120,68.15,1220.71
1307,2023-01-17,C,Norte,Activo,89.23,589.75,13,43.86,83.12
1308,2023-07-19,C,Centro,Activo,95.2,4441.98,90,50.28,668.42
1309,2023-04-10,A,Sur,Activo,84.99,14027.76,150,93.82,2097.57
1310,2023-02-07,A,Norte,Activo,92.94,2149.39,56,38.75,321.61
1311,2023-08-09,D,Norte,Pendiente,80.05,1856.12,33,53.34,279.48
1312,2023-08-21,C,Norte,Activo,81.69,2170.45,57,38.4,328.71
1313,2023-06-29,A,Sur,Activo,79.33689264229524,1829.75,44,42.22,428.9795395650162
1314,2023-06-24,D,Norte,Activo,89.07,1200.66,34,35.07,182.43
1316,2023-05-10,D,Norte,Inactivo,71.29,6444.99,97,66.8,967.38
1317,2023-11-23,D,Oeste,Activo,77.43,1424.18,36,41.37,213.09
1318,2023-11-25,A,Centro,Activo,94.53,662.04,22,31.93,102.44
1319,2023-10-20,B,Norte,Inactivo,56.61,1180.73,31,26.32,115.95
1320,2023-01-17,C,Norte,Activo,84.87,4213.61,72,58.83,624.73
1321,2023-11-08,A,Oeste,Pendiente,61.58,1918.2,48,39.64,282.55
1322,2023-08-28,C,Este,Activo,79.33689264229524,973.59,19,50.38,145.48
1323,2023-05-02,D,Oeste,Activo,52.26,21538.89,195,110.58,3217.33
1324,2023-04-03,D,Este,Activo,78.17,834.21,25,33.43,123.62
1326,2023-03-31,C,Sur,Activo,89.43,443.56,13,33.64,67.55
1327,2023-09-17,B,Norte,Activo,91.88,800.74,30,27.37,117.6
1328,2023-02-26,A,Norte,Activo,75.77,169.55,4,39.6,24.94
1329,2023-12-16,A,Norte,Activo,79.65,174.38,6,22.1,22.86
1330,2023-02-27,A,Centro,Inactivo,67.2,3913.01,82,47.76,587.58
1331,2023-11-27,B,Este,Activo,62.27,7326.02,103,70.92,1095.92
1332,2023-10-03,B,Este,Activo,70.15,1784.54,43,43.05,268.56
1333,2023-02-15,A,Norte,Pendiente,77.84,918.38,30,30.34,136.25
1334,2023-01-12,A,Centro,Activo,82.59,1593.7,48,32.46,237.99
1335,2023-02-27,A,Centro,Activo,95.51,1628.32,41,38.87,243.28
1336,2023-03-06,B,Norte,Pendiente,82.42,348.57,14,28.8,54.78
1337,2023-04-16,A,Este,Activo,63.7,450.79,11,42.46383387320685,67.42
1338,2023-08-04,A,Oeste,Activo,59.72,270,17,16.76,41.01
1339,2023-01-16,A,Sur,Inactivo,68.53,327.53,12,24.01,155.04
1342,2023-08-01,C,Este,Activo,89.8,1087.69,24,42.09,160.73
1343,2023-03-18,A,Norte,Inactivo,64.55,1116.51,38,29.22,173.4
1344,2023-10-12,A,Centro,Activo,105.16,710.52,17,41.61,102.04
1345,2023-05-03,B,Este,Inactivo,56.44,2507.14,44,54.04,370.83
1346,2023-12-24,C,Oeste,Activo,67.22,1626.84,39,41.52,240.5
1347,2023-03-29,A,Sur,Activo,77.39,1839.4,34,52.43,276.56
1348,2023-05-16,C,Centro,Inactivo,68.02,176.53,20,10.01,27.31
1349,2023-09-25,C,Centro,Activo,99.74,4158.4,66,63.08,626.32
1350,2023-10-15,C,Sur,Activo,66.44,1255.65,34,36.07,189.36
1351,2023-06-04,C,Norte,Pendiente,76.58,9366.15,126,74.06,1401.97
1352,2023-11-20,C,Sur,Pendiente,67.93,1475.83,45,31.82,226.57
1353,2023-12-03,A,Norte,Activo,93.23,777.21,29,25.59,116.26
1354,2023-03-17,A,Centro,Activo,96.57,1499.93,30,49.55,232.06
1355,2023-05-28,A,Norte,Pendiente,78.57,5856.44,93,62.14,873.41
1356,2023-09-20,B,Norte,Activo,101.17,283.6,12,25.06,428.9795395650162
1357,2023-07-16,C,Centro,Pendiente,78.75,409.63,14,27.06,62.15
1358,2023-04-10,B,Centro,Inactivo,65.5,335.11,14,22.68,53.83
1359,2023-06-25,A,Norte,Inactivo,64.59,387.67,13,31.56,60.93
